	X	PlayerID	Player.Name	Season	PT2M_0	PT2M_1	PT2M_2	PT2M_3	PT2M_4	PT2M_5	PT2M_6	PT2M_7	PT2M_8	PT2M_9	PT2M_10	PT2M_11	PT2M_12	PT2M_13	PT2M_14	PT2M_15	PT2M_16	PT2M_17	PT2M_18	PT2M_19	PT2M_20	PT2M_21	PT2M_22	PT2M_23	PT2M_24	PT2A_0	PT2A_1	PT2A_2	PT2A_3	PT2A_4	PT2A_5	PT2A_6	PT2A_7	PT2A_8	PT2A_9	PT2A_10	PT2A_11	PT2A_12	PT2A_13	PT2A_14	PT2A_15	PT2A_16	PT2A_17	PT2A_18	PT2A_19	PT2A_20	PT2A_21	PT2A_22	PT2A_23	PT2A_24	PT3M_22	PT3M_23	PT3M_24	PT3M_25	PT3M_26	PT3M_27	PT3M_28	PT3M_29	PT3M_30	PT3M_31	PT3M_32	PT3M_33	PT3M_34	PT3M_35	PT3M_36	PT3M_37	PT3M_38	PT3A_22	PT3A_23	PT3A_24	PT3A_25	PT3A_26	PT3A_27	PT3A_28	PT3A_29	PT3A_30	PT3A_31	PT3A_32	PT3A_33	PT3A_34	PT3A_35	PT3A_36	PT3A_37	PT3A_38
1	A	708	Kevin Garnett	2013-14	2	7	10	7	7	5	3	1	3	2	4	3	6	2	7	5	6	6	9	11	23	11	10	0	0	2	12	14	18	11	10	9	6	12	8	11	7	17	7	16	8	12	13	28	24	53	30	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2	A	708	Kevin Garnett	2014-15	0	4	9	2	5	8	2	2	3	4	2	1	3	5	2	2	4	10	6	8	14	20	7	0	0	1	8	13	9	7	10	7	5	8	9	13	9	7	10	5	4	6	12	20	16	35	37	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3	A	951	Ray Allen	2013-14	2	2	17	13	12	7	6	7	1	5	2	1	6	6	5	1	4	4	4	9	4	2	0	0	3	2	7	26	23	18	13	12	11	6	5	4	4	10	10	8	6	8	10	6	11	10	9	2	2	10	13	33	39	23	2	1	2	0	0	0	0	0	0	0	0	1	0	31	76	117	53	13	3	3	1	0	2	1	1	0	0	0	2	1
4	A	959	Steve Nash	2013-14	0	0	1	0	1	1	1	3	0	1	1	0	1	3	4	4	2	2	1	0	1	0	1	0	0	0	0	2	1	4	2	1	3	1	1	3	6	1	6	7	5	6	6	3	2	5	2	2	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0
5	A	965	Derek Fisher	2013-14	0	1	4	1	2	2	0	3	1	0	2	1	3	1	2	1	1	2	4	6	6	2	4	4	0	0	2	4	3	6	4	6	5	6	2	5	6	6	2	4	3	3	6	10	8	12	9	10	8	2	10	11	18	17	13	13	2	1	1	0	0	0	0	0	0	0	0	41	26	52	39	30	24	8	2	1	0	0	0	0	0	1	0	0
6	A	977	Kobe Bryant	2013-14	0	1	3	2	3	1	2	0	1	0	1	2	0	2	0	1	2	0	0	2	3	1	1	0	0	0	1	4	2	4	1	3	0	5	0	1	3	1	2	3	3	4	2	3	2	7	1	3	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	5	1	1	1	3	0	0	0	0	0	0	0	0	0
7	A	977	Kobe Bryant	2014-15	0	8	12	14	9	11	3	8	10	5	6	4	9	7	6	16	12	12	13	7	11	5	13	5	6	2	12	18	25	25	20	13	15	21	17	18	9	17	21	24	30	37	33	35	27	36	22	27	13	12	2	6	12	15	10	4	3	1	0	0	1	0	0	0	0	0	0	3	13	31	69	37	14	7	4	1	0	3	0	0	1	0	0	0
8	A	979	Jermaine O'Neal	2013-14	3	13	18	20	14	9	13	6	4	3	4	0	3	4	5	0	2	1	0	0	0	0	0	0	0	8	18	28	28	26	22	24	15	13	13	8	2	10	6	7	4	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	A	1495	Tim Duncan	2013-14	5	16	46	56	51	32	38	26	19	10	10	6	5	7	7	5	8	13	10	27	39	5	1	0	0	6	24	67	73	81	65	69	59	47	26	36	19	15	8	16	13	24	26	30	73	96	20	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
10	A	1495	Tim Duncan	2014-15	4	14	31	29	56	24	25	25	20	7	8	3	5	3	3	2	7	1	0	5	17	1	2	0	0	5	19	47	41	88	50	53	52	43	25	26	16	17	8	8	8	15	6	8	15	30	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
11	A	1497	Chauncey Billups	2013-14	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	0	0	0	0	0	0	1	3	0	1	0	0	1	1	0	0	1	1	2	0	3	1	2	2	6	0	1	1	2	0	2	5	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	13	13	8	8	2	0	0	0	0	0	0	0	0	0	0
12	A	1536	Stephen Jackson	2013-14	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0
13	A	1712	Antawn Jamison	2013-14	0	4	5	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	4	8	2	3	4	3	3	1	3	3	1	1	1	1	3	0	0	1	0	3	1	2	2	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	5	4	8	18	3	0	0	0	1	0	0	0	0	0	1	0	0
14	A	1713	Vince Carter	2013-14	2	7	19	18	19	16	13	7	7	6	4	6	2	3	6	6	5	4	8	2	4	11	4	3	2	5	16	34	37	36	34	30	18	15	16	19	12	5	10	12	13	15	9	15	9	18	23	18	13	6	13	9	44	36	27	8	4	1	0	0	0	0	0	0	1	0	0	25	33	104	84	69	25	15	5	1	2	0	0	0	0	1	1	0
15	A	1713	Vince Carter	2014-15	0	4	5	1	6	3	4	1	2	2	1	1	2	0	1	2	2	1	3	0	3	0	6	2	0	0	5	11	6	8	10	7	3	7	4	2	1	4	1	3	2	5	2	10	3	11	2	11	6	0	1	5	14	5	10	4	4	0	0	0	0	0	0	0	0	0	0	4	8	37	30	42	17	15	1	0	1	3	0	0	0	0	0	0
16	A	1717	Dirk Nowitzki	2013-14	0	8	14	19	12	8	9	4	8	7	16	26	31	34	46	42	45	34	40	42	40	11	3	1	1	0	12	18	23	19	15	13	9	11	13	30	38	67	76	97	86	89	70	79	65	71	28	8	2	2	0	1	42	63	15	5	2	2	0	0	0	0	1	0	0	0	0	5	3	101	156	40	7	7	2	0	0	2	2	2	0	0	0	0
17	A	1717	Dirk Nowitzki	2014-15	1	0	8	9	11	9	5	3	5	1	5	10	16	18	15	20	25	18	35	25	21	20	5	2	0	1	0	12	15	15	14	13	7	9	4	15	16	31	34	41	44	52	38	64	53	47	36	8	3	0	2	2	19	36	7	1	0	0	0	0	0	0	0	0	0	0	0	5	3	53	103	23	2	0	1	0	0	0	0	0	0	0	0	0
18	A	1718	Paul Pierce	2013-14	2	12	14	19	32	18	11	0	2	3	5	2	10	5	11	8	6	8	13	8	12	1	1	0	0	5	15	29	34	44	23	21	6	5	12	9	9	16	10	27	20	19	19	25	21	20	3	4	1	1	4	6	46	35	12	6	0	0	0	0	0	0	0	0	0	0	0	6	13	118	113	29	9	2	0	1	0	0	0	0	0	0	0	0
19	A	1718	Paul Pierce	2014-15	0	9	14	19	15	10	5	2	0	4	2	6	5	4	2	5	10	7	14	4	1	2	1	0	0	1	14	28	29	26	13	8	4	3	7	5	13	12	7	11	10	18	17	26	13	4	7	1	1	3	4	13	21	33	7	1	0	0	1	1	0	0	0	0	0	0	0	8	33	69	72	21	3	4	0	1	1	0	0	0	0	0	0	0
20	A	1733	Al Harrington	2013-14	1	6	8	12	4	5	3	1	0	1	0	0	0	1	0	0	0	2	2	0	0	1	0	0	0	1	8	11	19	9	11	9	5	5	4	1	2	0	4	0	0	0	4	2	1	0	1	4	1	1	2	9	3	7	5	4	1	0	1	0	0	0	0	0	0	0	0	3	18	14	24	20	10	5	0	1	0	0	0	0	0	0	0	0
21	A	1737	Nazr Mohammed	2013-14	0	8	10	3	9	3	2	1	4	0	0	2	1	0	1	1	3	3	1	0	1	0	0	0	0	1	10	24	6	14	5	4	5	4	4	2	4	6	0	7	4	12	8	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	A	1737	Nazr Mohammed	2014-15	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	1	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	A	1740	Rashard Lewis	2013-14	0	3	6	7	3	3	4	7	3	2	2	1	1	0	2	2	1	1	0	2	0	0	1	1	0	0	4	7	8	3	6	14	13	7	4	4	1	3	1	5	3	4	3	2	3	2	3	1	1	0	28	5	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	72	16	37	4	1	0	1	0	0	0	0	0	0	0	0	0	0
24	A	1882	Elton Brand	2013-14	2	10	23	13	6	3	8	9	6	3	5	10	5	14	22	19	14	3	0	0	0	0	0	0	0	3	14	34	19	12	5	14	15	11	10	10	17	15	29	47	37	25	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25	A	1882	Elton Brand	2014-15	0	1	4	0	0	0	0	0	0	0	0	1	2	3	1	3	4	2	1	0	0	0	0	0	0	0	2	6	0	1	0	2	0	0	1	1	1	7	3	5	4	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	A	1889	Andre Miller	2013-14	4	2	11	10	15	11	9	2	5	1	2	1	2	1	4	1	3	2	3	0	1	1	1	0	0	4	5	18	20	30	18	13	10	10	9	12	8	8	4	5	7	6	5	6	1	2	1	2	0	0	1	2	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	10	1	0	1	0	0	0	0	0	1	0	0	0	0
27	A	1889	Andre Miller	2014-15	2	7	11	15	9	3	5	3	0	3	3	1	0	7	3	2	2	1	1	1	0	0	1	1	0	2	10	20	21	14	10	9	4	4	8	4	4	4	7	8	3	2	2	4	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	1	0	0	0	0
28	A	1890	Shawn Marion	2013-14	0	13	42	33	37	29	22	10	16	16	22	16	10	5	4	2	2	2	0	0	0	0	0	0	1	1	19	51	52	56	51	47	28	47	42	46	32	26	14	11	5	4	3	3	2	1	1	0	1	1	15	16	16	10	1	0	0	0	0	0	0	0	0	0	0	0	0	52	29	39	33	2	2	0	0	0	0	0	0	1	0	0	0	0
29	A	1890	Shawn Marion	2014-15	0	3	16	16	13	7	3	6	9	3	5	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	9	26	22	21	14	16	14	14	12	14	8	5	5	4	1	0	1	0	0	0	1	0	1	0	6	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0
30	A	1891	Jason Terry	2013-14	0	0	0	1	1	1	2	0	1	0	0	1	1	1	0	2	0	0	2	0	2	0	0	0	0	0	0	0	1	5	2	2	1	6	1	0	2	1	2	2	4	2	2	4	3	5	1	1	0	0	11	8	11	6	0	2	0	0	0	0	0	0	0	0	0	0	0	19	18	38	13	1	3	0	1	0	0	0	1	0	0	0	0	0
31	A	1891	Jason Terry	2014-15	0	0	0	5	4	2	6	1	2	1	1	1	0	2	0	0	3	5	2	3	3	0	0	0	0	0	1	1	5	10	5	8	3	4	3	5	3	0	3	0	2	7	6	7	5	3	0	1	0	1	30	16	28	7	0	1	2	0	0	0	0	0	0	0	0	0	0	63	32	77	25	12	4	4	1	1	1	0	1	0	0	0	0	0
32	A	1897	Metta World Peace	2013-14	0	5	4	4	3	6	0	0	1	1	2	0	2	1	2	0	1	1	1	0	1	2	1	0	1	0	6	8	8	5	7	5	1	2	1	4	1	4	2	3	2	2	1	5	0	4	5	3	1	4	0	4	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	19	4	0	2	1	0	0	0	0	0	0	0	0	0
33	A	1905	Andrei Kirilenko	2013-14	1	13	19	16	15	2	4	2	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	18	30	21	25	10	7	4	2	4	3	0	0	0	2	1	1	2	3	3	4	7	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	A	1905	Andrei Kirilenko	2014-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	A	1938	Manu Ginobili	2013-14	0	21	18	31	31	20	18	10	7	6	7	3	4	5	6	2	2	3	2	4	2	0	0	1	0	0	26	27	42	46	33	25	25	14	14	13	10	10	8	11	5	9	7	10	12	11	0	0	4	5	8	10	46	22	4	0	0	0	0	0	0	0	0	0	0	0	0	17	33	136	54	13	1	1	0	0	0	0	0	0	1	0	0	0
36	A	1938	Manu Ginobili	2014-15	2	13	14	11	23	14	13	5	6	5	3	2	3	2	2	0	5	0	3	0	0	0	0	0	1	4	21	26	20	35	20	21	12	17	14	9	7	4	9	8	5	7	4	5	5	5	2	3	0	2	4	13	35	15	3	0	0	0	0	0	0	0	0	0	0	0	0	9	25	96	46	15	6	0	1	0	0	0	0	0	0	0	0	0
37	A	2030	Kenyon Martin	2013-14	0	4	11	14	8	3	8	0	0	2	1	0	1	0	0	0	0	0	1	4	5	0	0	0	1	1	5	13	17	12	6	16	3	5	3	5	2	2	0	1	1	1	1	4	9	9	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
38	A	2030	Kenyon Martin	2014-15	0	0	0	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	1	3	2	2	0	2	0	1	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	A	2034	Mike Miller	2013-14	2	1	8	4	8	4	6	2	4	3	2	0	0	1	1	2	4	5	5	8	11	10	12	2	1	2	3	11	6	11	9	10	5	7	4	5	3	2	2	3	4	4	7	10	12	26	26	27	6	2	3	18	12	34	27	12	1	0	0	0	0	0	0	0	0	0	0	8	35	23	70	68	23	5	0	0	0	0	0	0	0	0	0	0
40	A	2034	Mike Miller	2014-15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	1	0	0	1	2	0	1	2	0	1	0	7	1	8	4	3	1	1	0	0	0	0	0	0	0	0	0	1	20	10	17	19	7	1	1	1	0	1	0	0	0	0	0	0
41	A	2037	Jamal Crawford	2013-14	0	7	4	13	9	15	15	15	12	5	12	8	9	8	5	4	17	20	17	19	22	11	8	3	0	0	8	10	16	22	18	30	28	31	21	32	17	20	17	21	15	31	38	46	36	45	33	18	8	0	11	25	40	48	15	8	3	0	3	1	1	0	0	3	0	1	0	26	60	115	125	59	19	10	4	6	5	3	1	0	4	0	1	0
42	A	2037	Jamal Crawford	2014-15	1	2	4	1	8	7	11	11	5	11	6	4	4	8	7	6	9	9	21	16	16	7	9	2	0	1	3	7	2	9	14	28	18	20	20	17	15	14	16	14	18	17	21	40	38	39	26	19	2	0	5	13	37	26	11	8	6	1	0	1	0	0	0	0	0	0	0	14	45	95	73	42	15	14	7	4	2	1	0	2	1	3	0	1
43	A	2045	Hedo Turkoglu	2013-14	0	1	1	3	2	1	0	2	0	0	1	0	0	0	0	1	1	0	0	2	1	1	3	0	0	0	4	2	4	4	5	4	2	1	0	2	0	2	0	3	1	3	3	3	3	1	5	7	0	0	2	2	3	13	2	0	0	0	0	0	0	0	0	0	0	0	0	2	7	9	27	5	0	0	0	0	0	0	0	0	0	0	0	0
44	A	2045	Hedo Turkoglu	2014-15	0	0	1	0	2	0	1	2	0	0	0	0	1	0	0	0	1	1	0	0	2	3	0	0	0	0	1	1	0	3	0	1	2	1	0	1	0	1	0	0	0	3	2	1	1	6	4	1	0	0	2	5	3	11	4	0	0	0	0	0	0	0	0	0	0	0	1	2	10	8	22	10	1	0	0	2	0	0	0	0	1	0	0	1
45	A	2199	Tyson Chandler	2013-14	6	23	60	39	23	7	10	0	2	0	2	0	0	1	1	3	1	5	3	5	0	0	0	0	0	9	35	78	54	43	21	21	6	6	3	2	0	2	1	3	4	3	12	10	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	A	2199	Tyson Chandler	2014-15	10	38	75	47	24	12	6	1	0	0	0	0	0	1	1	0	0	6	7	0	0	0	0	0	0	16	59	92	59	43	19	9	3	1	2	0	0	0	1	1	1	2	7	16	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	A	2200	Pau Gasol	2013-14	4	15	54	42	34	24	34	26	22	19	8	9	16	8	14	9	14	14	18	19	12	3	0	1	1	5	20	76	61	63	61	69	49	56	46	31	24	34	15	28	19	34	30	49	46	34	12	3	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	4	0	0	1	0	0	0	0	0	0	0	0	0	0
48	A	2200	Pau Gasol	2014-15	1	19	29	34	42	34	27	20	20	6	11	3	8	7	7	7	11	14	25	22	22	7	1	0	0	1	29	47	58	70	62	59	41	51	20	26	11	19	18	20	17	28	31	38	44	48	12	7	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	A	2202	Jason Richardson	2014-15	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
50	A	2203	Shane Battier	2013-14	1	3	6	8	4	2	0	4	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	12	8	7	2	7	1	6	3	1	2	0	0	0	1	0	0	0	1	0	0	1	1	13	21	23	11	1	0	0	0	0	0	0	0	0	0	0	0	0	32	50	66	42	5	1	2	0	1	0	0	1	0	0	1	0	0
51	A	2207	Joe Johnson	2013-14	2	6	7	12	19	18	23	21	27	16	27	12	14	11	17	8	8	8	10	10	7	2	2	2	6	3	8	11	17	36	33	49	31	58	36	41	25	34	23	30	16	18	18	34	29	20	7	13	6	11	10	51	28	31	20	7	6	1	0	0	0	0	0	0	0	0	0	19	110	73	80	57	15	15	5	2	1	2	2	0	0	0	1	1
52	A	2207	Joe Johnson	2014-15	0	4	8	11	18	12	31	20	9	17	7	12	5	5	9	9	6	10	7	11	11	1	1	1	2	1	8	14	16	29	24	55	31	29	32	23	23	13	13	18	18	17	20	23	28	22	9	10	2	4	2	12	26	21	15	7	2	0	0	0	0	0	0	0	0	0	0	8	42	55	49	40	21	6	1	2	1	0	0	0	1	0	0	0
53	A	2210	Richard Jefferson	2013-14	3	6	16	15	24	16	16	11	9	7	4	4	1	0	4	1	4	4	1	3	8	7	5	0	2	7	11	26	18	30	25	31	19	19	14	12	7	7	4	6	5	7	8	10	11	24	20	19	8	3	19	31	46	25	0	0	0	1	0	0	0	0	0	0	0	0	0	35	70	117	68	3	1	3	2	0	0	0	1	0	0	0	0	0
54	A	2210	Richard Jefferson	2014-15	2	5	7	3	8	4	6	2	2	1	0	0	2	0	0	0	0	0	1	0	2	0	0	1	1	2	7	10	3	14	8	12	9	5	5	2	1	3	1	2	0	2	0	3	2	5	2	2	1	2	11	4	18	8	0	0	1	0	0	0	1	0	0	0	0	0	0	22	21	35	18	2	0	2	0	0	0	1	0	0	0	0	0	0
55	A	2215	Jason Collins	2013-14	0	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	2	3	2	2	2	0	0	0	0	0	0	1	0	0	1	0	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
56	A	2216	Zach Randolph	2013-14	2	22	52	83	73	55	57	39	18	9	7	3	1	1	1	16	29	29	25	6	11	10	8	0	1	6	49	113	128	129	101	131	83	47	30	19	6	4	7	8	36	58	68	51	24	28	25	21	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	4	1	2	1	1	1	0	0	0	0	1	0	0
57	A	2216	Zach Randolph	2014-15	0	16	53	45	41	28	26	12	8	8	2	0	0	1	1	3	10	13	10	4	8	5	2	0	1	4	29	83	68	81	59	49	35	20	19	4	1	1	5	3	12	33	32	29	11	19	10	6	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
58	A	2217	Brendan Haywood	2014-15	0	0	2	1	3	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	5	3	2	3	3	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	A	2222	Gerald Wallace	2013-14	1	12	15	16	22	11	6	7	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	2	14	23	20	42	19	14	14	2	0	2	1	0	0	0	0	0	0	0	1	1	1	6	2	2	0	10	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	4	15	9	28	5	1	1	0	1	0	0	0	0	0	0	0	0
60	A	2222	Gerald Wallace	2014-15	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
61	A	2223	Samuel Dalembert	2013-14	4	39	53	31	27	17	6	2	3	4	3	0	3	1	2	1	3	0	9	0	1	0	1	0	0	7	51	83	52	49	27	17	5	10	8	10	3	9	5	4	3	9	2	13	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	A	2223	Samuel Dalembert	2014-15	2	4	10	8	4	2	2	2	2	3	2	1	4	0	1	2	2	1	1	2	2	0	0	0	0	3	10	16	10	6	8	4	7	7	5	5	4	7	1	7	7	6	5	5	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	A	2224	Jamaal Tinsley	2013-14	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	4	1	0	0	0	0	0	0	0	0	0	0	0
64	A	2225	Tony Parker	2013-14	7	24	44	39	51	27	17	18	19	14	14	10	3	3	11	9	16	20	20	17	29	11	6	0	0	11	41	71	56	82	45	45	30	47	33	38	27	15	6	18	18	30	43	50	37	62	27	12	0	0	10	7	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	29	13	10	11	2	0	1	0	0	0	0	0	0	0	0	0	0
65	A	2225	Tony Parker	2014-15	1	8	16	18	18	12	16	6	9	9	6	4	6	4	4	1	8	11	9	10	15	10	6	0	0	1	13	22	32	35	20	26	16	21	24	23	11	12	4	9	9	12	23	26	24	38	24	19	2	0	8	13	2	4	3	0	0	0	1	0	0	0	0	0	0	0	0	17	24	8	6	4	1	0	0	1	0	0	0	0	0	0	0	0
66	A	2229	Mike James	2013-14	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	1	2	1	1	0	0	0	0	0	3	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
67	A	2248	Earl Watson	2013-14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
68	A	2365	Chris Andersen	2013-14	7	36	56	26	28	6	4	1	0	1	1	0	0	0	0	0	1	1	1	3	1	0	0	0	0	11	51	76	37	36	12	8	3	0	2	1	0	0	0	0	2	4	2	7	5	3	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	1	0	0	0	1	0	0	0	0	0	0	0	0
69	A	2365	Chris Andersen	2014-15	2	15	29	10	2	3	3	0	0	0	0	0	0	1	0	0	0	2	1	1	1	2	0	0	0	3	18	43	12	11	5	4	0	1	0	0	0	0	1	0	1	1	3	3	3	4	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
70	A	2399	Mike Dunleavy	2013-14	2	9	21	16	16	10	8	6	4	1	4	3	3	3	1	4	3	2	7	23	30	15	14	1	1	3	16	27	23	29	21	17	16	15	5	10	6	6	6	6	8	7	3	24	36	67	46	42	5	2	8	15	51	27	13	6	0	0	0	0	0	0	0	0	0	0	0	27	40	101	84	48	11	2	2	0	1	1	0	0	0	0	0	0
71	A	2399	Mike Dunleavy	2014-15	3	6	6	2	4	3	1	2	1	1	0	0	1	2	1	1	3	0	2	0	5	8	3	1	0	4	8	13	5	4	3	5	5	1	1	3	1	2	2	1	3	4	0	9	5	13	13	12	1	0	6	11	20	18	6	2	1	0	0	0	0	1	0	0	0	0	0	10	21	50	42	25	7	1	0	0	0	0	1	1	0	0	0	0
