	X	PlayerID	Player.Name	Season	PT2M_0	PT2M_1	PT2M_2	PT2M_3	PT2M_4	PT2M_5	PT2M_6	PT2M_7	PT2M_8	PT2M_9	PT2M_10	PT2M_11	PT2M_12	PT2M_13	PT2M_14	PT2M_15	PT2M_16	PT2M_17	PT2M_18	PT2M_19	PT2M_20	PT2M_21	PT2M_22	PT2M_23	PT2M_24	PT2A_0	PT2A_1	PT2A_2	PT2A_3	PT2A_4	PT2A_5	PT2A_6	PT2A_7	PT2A_8	PT2A_9	PT2A_10	PT2A_11	PT2A_12	PT2A_13	PT2A_14	PT2A_15	PT2A_16	PT2A_17	PT2A_18	PT2A_19	PT2A_20	PT2A_21	PT2A_22	PT2A_23	PT2A_24	PT3M_22	PT3M_23	PT3M_24	PT3M_25	PT3M_26	PT3M_27	PT3M_28	PT3M_29	PT3M_30	PT3M_31	PT3M_32	PT3M_33	PT3M_34	PT3M_35	PT3M_36	PT3M_37	PT3M_38	PT3A_22	PT3A_23	PT3A_24	PT3A_25	PT3A_26	PT3A_27	PT3A_28	PT3A_29	PT3A_30	PT3A_31	PT3A_32	PT3A_33	PT3A_34	PT3A_35	PT3A_36	PT3A_37	PT3A_38
480	A	201980	Danny Green	2014-15	3	16	13	10	5	10	4	3	1	2	4	0	1	1	2	2	3	0	4	6	1	1	2	1	0	5	22	19	17	12	16	7	5	4	7	9	5	1	4	4	2	6	4	11	8	12	9	4	3	2	18	27	26	29	20	4	1	0	0	0	0	1	0	0	0	0	0	40	71	62	85	48	11	3	1	1	0	1	1	0	0	0	0	0
481	A	201985	A.J. Price	2013-14	0	0	0	2	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	1	1	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	2	3	3	1	0	3	2	1	2	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	11	4	2	0	3	0	0	0	0	0	0	0	0	0	0
482	A	201985	A.J. Price	2014-15	0	0	0	1	0	0	0	1	2	2	2	4	1	2	6	1	1	2	2	1	4	0	1	0	0	0	0	0	1	1	2	3	4	4	4	5	5	4	2	8	3	3	4	6	5	7	0	2	0	0	1	0	11	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	27	9	3	2	1	1	1	1	0	0	0	0	0	0	1
483	A	201986	Nando De Colo	2013-14	1	2	8	9	4	2	2	1	1	2	1	0	0	1	3	1	1	1	2	0	3	1	0	0	0	1	5	11	10	8	5	9	2	1	4	3	0	1	2	4	1	3	7	9	2	4	5	1	0	2	3	7	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	21	9	1	0	2	0	0	2	0	0	0	0	0	0	0
484	A	201988	Patty Mills	2013-14	2	8	17	14	7	13	3	7	2	6	2	3	1	0	3	2	8	6	13	15	24	10	7	0	0	3	11	21	19	13	14	10	14	6	15	5	6	6	1	10	3	18	16	30	28	49	31	14	2	1	31	11	61	21	5	2	1	0	0	0	0	0	0	0	0	0	0	71	27	129	66	17	3	1	0	0	0	0	0	0	0	0	0	0
485	A	201988	Patty Mills	2014-15	0	1	3	5	5	0	2	2	0	1	2	2	0	0	0	1	2	1	4	3	1	2	1	0	0	0	2	4	5	7	2	2	4	4	2	5	4	3	2	0	2	4	2	6	8	5	9	3	1	0	6	5	14	7	4	0	0	0	0	0	0	0	0	0	0	0	0	15	9	48	21	5	0	0	0	0	0	0	0	0	1	0	0	0
486	A	202066	Garrett Temple	2013-14	0	0	5	4	4	5	1	1	0	4	0	0	2	1	1	0	0	2	1	7	5	1	1	0	0	1	1	10	6	5	8	3	2	1	5	2	1	2	2	2	1	6	5	4	15	10	8	5	3	4	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	10	10	4	0	1	0	1	0	1	0	0	0	0	0	0	0
487	A	202066	Garrett Temple	2014-15	0	0	6	0	4	4	3	0	0	0	0	0	0	1	0	0	3	1	1	1	0	3	1	1	0	0	1	7	5	7	6	9	3	1	2	0	0	1	1	2	1	3	3	4	5	2	4	2	2	1	3	9	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	11	19	20	15	3	1	1	0	0	0	0	0	0	0	0	0	0
488	A	202083	Wesley Matthews	2013-14	6	18	29	23	27	16	9	12	9	7	6	3	13	8	6	3	8	3	7	7	6	7	7	1	2	7	25	53	41	41	27	18	24	22	18	19	13	28	15	16	6	17	10	15	15	20	8	19	7	10	9	44	52	77	10	2	1	1	0	0	0	0	0	0	0	0	0	28	112	137	174	36	4	4	3	2	1	0	0	0	0	0	1	1
489	A	202083	Wesley Matthews	2014-15	2	8	17	12	13	6	7	8	14	3	4	4	8	6	8	2	4	3	7	4	6	1	2	1	2	4	14	27	23	19	9	15	14	15	10	8	12	10	16	17	5	9	6	13	11	17	1	6	2	2	8	29	37	65	20	2	1	0	0	0	0	0	0	0	0	0	0	18	68	101	153	56	7	5	1	0	1	0	0	0	0	0	1	0
490	A	202087	Alonzo Gee	2013-14	2	7	15	15	17	4	3	3	2	0	0	0	0	1	1	4	2	0	0	1	0	1	0	0	1	3	12	22	23	27	8	11	6	4	1	2	1	2	5	3	7	7	3	6	5	2	2	10	2	4	12	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	7	13	0	1	0	1	0	0	0	0	0	0	0	1	0	0
491	A	202087	Alonzo Gee	2014-15	2	7	10	10	9	7	5	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	4	9	13	14	21	16	11	4	5	0	1	1	2	1	0	1	1	3	3	2	0	0	1	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	A	202091	Dionte Christmas	2013-14	0	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	3	1	3	2	2	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	2	3	5	0	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	10	10	4	0	0	0	0	0	0	0	0	0	0	0	0
493	A	202130	Reggie Williams	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	A	202130	Reggie Williams	2014-15	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
495	A	202197	Shane Edwards	2013-14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	A	202322	John Wall	2013-14	6	24	43	55	54	29	21	7	6	5	7	4	4	5	6	7	10	18	32	46	41	19	8	4	2	8	28	68	74	92	60	41	15	14	16	20	11	12	9	18	16	33	46	87	112	126	54	30	7	8	0	13	21	27	23	12	2	2	1	1	0	1	0	0	0	0	0	7	33	49	87	60	27	14	4	4	1	2	2	0	1	1	1	1
497	A	202322	John Wall	2014-15	3	14	30	34	35	20	8	6	6	7	6	8	6	5	6	6	15	16	35	22	23	5	6	0	0	3	21	51	52	48	29	18	10	12	17	14	14	14	12	15	15	31	43	74	55	62	20	15	1	3	1	3	12	19	4	4	2	0	0	0	0	0	0	0	0	0	0	3	21	27	52	24	11	3	0	4	0	0	0	2	0	1	0	0
498	A	202323	Evan Turner	2013-14	8	20	46	33	38	16	7	6	18	14	16	14	15	13	19	20	18	16	32	10	1	0	1	0	0	12	35	80	61	70	31	22	24	41	40	41	34	44	28	43	40	47	49	61	31	11	3	3	1	3	13	16	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	35	37	61	12	2	1	1	0	0	1	1	0	0	0	0	0	0
499	A	202323	Evan Turner	2014-15	2	10	10	17	15	6	2	7	2	3	1	3	7	13	7	6	16	10	18	3	3	1	1	0	0	4	18	26	34	27	16	6	12	7	9	12	8	18	20	17	21	34	29	32	11	9	2	2	1	0	5	4	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	12	12	43	10	1	0	1	0	1	0	1	0	0	0	0	0	0
500	A	202324	Derrick Favors	2013-14	3	37	56	48	52	45	40	16	16	2	10	4	19	6	18	8	5	3	0	0	1	0	0	0	0	4	49	95	76	74	72	78	39	30	18	23	14	36	18	40	32	20	14	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	A	202324	Derrick Favors	2014-15	10	25	52	47	45	24	25	12	6	3	6	5	4	8	17	17	6	6	8	6	0	0	0	0	0	11	40	77	61	63	44	45	26	16	14	16	17	21	20	37	37	30	16	17	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	A	202325	Wesley Johnson	2013-14	1	5	12	22	26	16	16	8	6	1	2	2	1	2	1	3	5	3	3	11	5	10	8	3	2	2	7	21	30	42	30	28	12	15	4	5	6	4	4	3	10	9	11	10	25	19	22	25	24	7	15	15	44	20	3	1	0	0	0	0	1	0	0	0	0	0	0	45	48	94	57	16	3	1	0	1	0	1	0	0	0	0	0	0
503	A	202325	Wesley Johnson	2014-15	0	6	5	9	7	7	11	4	2	0	0	1	1	2	2	4	3	7	9	8	3	9	8	6	2	0	6	6	14	13	11	15	5	6	1	5	4	4	5	8	8	10	12	22	17	19	21	28	14	4	12	10	22	14	5	0	0	0	0	0	0	0	0	0	0	0	0	34	23	52	39	17	2	2	0	0	0	1	0	0	0	0	0	0
504	A	202326	DeMarcus Cousins	2013-14	16	24	101	94	68	48	35	19	9	7	5	2	8	0	6	5	8	18	17	20	42	15	3	0	1	21	41	165	152	142	103	75	39	33	14	13	11	12	5	21	17	22	36	41	55	87	34	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0
505	A	202326	DeMarcus Cousins	2014-15	9	35	51	60	46	27	15	6	7	1	2	2	4	3	1	3	7	4	18	11	23	11	3	0	0	10	53	89	96	90	66	40	26	18	3	3	8	9	6	6	9	14	21	33	36	71	33	10	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506	A	202327	Ekpe Udoh	2013-14	0	4	6	4	6	4	4	3	5	3	2	1	1	4	2	2	2	2	1	0	0	0	0	0	0	1	11	13	8	7	10	13	8	13	10	5	2	3	6	5	5	8	3	5	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	A	202327	Ekpe Udoh	2014-15	0	0	0	2	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	1	2	1	0	1	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	A	202328	Greg Monroe	2013-14	9	48	103	83	74	51	44	24	11	4	5	2	2	0	5	3	6	4	15	11	0	0	0	0	0	16	85	161	136	136	102	108	58	39	11	10	3	2	3	11	4	18	24	43	34	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	A	202328	Greg Monroe	2014-15	3	30	79	64	46	25	28	17	13	5	1	0	0	1	1	3	2	2	4	2	1	0	0	0	0	5	46	121	113	82	72	75	48	40	18	4	1	0	2	2	5	5	9	9	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	A	202329	Al-Farouq Aminu	2013-14	3	13	34	36	37	19	17	6	5	6	2	0	2	1	0	1	1	4	2	7	8	8	5	3	0	5	19	56	49	66	37	32	25	11	12	10	4	4	1	1	3	3	4	13	14	25	28	14	8	0	3	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	7	6	1	0	0	0	1	0	0	0	0	0	0	0	0
511	A	202329	Al-Farouq Aminu	2014-15	2	8	18	19	10	10	3	2	1	0	1	1	2	1	0	1	0	0	1	1	0	0	0	0	0	3	13	25	26	18	16	11	9	3	1	1	2	3	1	1	2	1	1	5	4	3	2	0	2	4	2	8	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	7	32	18	24	4	0	0	1	0	0	0	0	0	0	0	0	0
512	A	202330	Gordon Hayward	2013-14	0	7	28	36	28	27	11	7	10	11	10	3	7	5	10	7	5	9	18	14	18	23	28	11	8	1	19	50	53	58	41	32	17	25	23	25	13	21	12	20	14	21	20	42	24	52	59	61	27	21	9	11	29	26	5	4	1	0	0	0	0	0	0	0	0	0	0	27	40	113	67	18	5	4	0	1	2	0	0	0	0	0	0	0
513	A	202330	Gordon Hayward	2014-15	3	9	23	24	42	13	14	1	9	11	9	7	8	8	8	3	5	15	11	8	16	7	9	4	1	5	19	44	39	59	21	27	14	24	22	28	20	20	17	15	12	14	20	25	18	35	20	18	7	5	4	9	48	20	8	1	2	0	0	0	0	0	0	0	0	0	0	14	17	102	66	24	6	6	3	0	0	0	0	0	0	0	0	0
514	A	202331	Paul George	2013-14	3	21	44	30	44	22	11	4	10	7	10	7	13	15	21	15	20	14	22	15	22	13	2	4	2	5	34	78	53	73	39	28	19	22	24	28	18	39	28	50	44	50	35	54	38	44	29	12	6	5	16	27	64	52	10	5	1	1	0	0	0	0	0	1	0	0	0	34	57	153	143	49	20	7	3	2	3	1	1	2	3	0	1	0
515	A	202332	Cole Aldrich	2013-14	1	3	5	5	5	0	3	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	8	7	7	5	6	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
516	A	202332	Cole Aldrich	2014-15	0	5	5	9	10	13	10	10	16	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	9	16	16	23	19	20	32	17	11	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	A	202333	Xavier Henry	2013-14	0	3	3	13	31	13	9	2	5	2	0	0	0	1	1	1	2	1	8	2	8	4	6	0	1	0	9	13	18	53	31	23	13	10	4	2	0	1	2	1	3	4	6	15	8	13	11	10	9	4	4	2	8	8	3	0	2	0	0	0	0	0	0	0	0	0	0	7	7	23	28	5	0	3	1	1	1	1	0	1	0	0	0	0
518	A	202333	Xavier Henry	2014-15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	A	202334	Ed Davis	2013-14	4	15	32	21	25	9	5	8	5	2	4	1	6	6	4	4	3	1	0	0	0	0	0	0	0	5	16	44	35	34	21	24	12	16	6	12	4	13	10	18	9	5	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	A	202334	Ed Davis	2014-15	0	23	36	30	35	13	21	17	3	4	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	34	51	44	56	31	41	29	13	5	5	1	2	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
521	A	202335	Patrick Patterson	2013-14	1	6	22	13	9	13	4	5	9	4	8	3	6	3	5	7	9	6	12	6	10	2	0	0	0	2	12	32	20	16	19	14	13	16	10	18	8	11	8	11	16	19	9	26	14	19	12	3	1	0	7	17	22	7	0	0	0	0	0	0	0	0	0	0	0	0	0	23	43	54	25	0	0	1	0	0	0	0	0	0	0	0	0	0
522	A	202335	Patrick Patterson	2014-15	0	4	13	6	13	4	2	4	4	10	9	5	3	6	0	2	1	5	3	0	1	0	0	0	1	1	9	21	8	17	13	6	6	8	13	17	10	9	8	3	3	5	7	6	2	5	0	1	1	2	11	15	45	6	2	0	0	0	0	0	0	0	0	0	0	0	0	25	40	106	21	3	0	0	0	0	0	0	0	0	0	0	0	1
523	A	202336	Larry Sanders	2013-14	4	8	20	12	7	8	2	5	3	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	4	17	30	25	16	15	5	10	5	2	2	2	1	1	3	3	3	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
524	A	202336	Larry Sanders	2014-15	2	5	27	13	16	11	4	2	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	2	11	44	25	27	19	13	9	7	0	0	1	0	0	4	1	2	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525	A	202337	Luke Babbitt	2013-14	0	1	1	0	0	1	1	4	3	1	1	3	4	0	1	0	1	0	0	1	1	0	0	0	0	0	2	2	0	1	2	4	6	7	3	4	8	6	1	1	1	4	2	2	1	1	1	0	0	0	1	3	3	10	10	6	3	0	0	0	0	0	0	0	0	0	0	3	9	5	20	34	16	7	1	0	0	0	0	0	0	0	0	0
526	A	202337	Luke Babbitt	2014-15	0	0	2	1	1	2	1	1	3	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	2	2	3	3	3	3	4	3	2	0	1	3	4	1	2	3	2	1	1	0	0	0	0	2	12	11	9	12	2	0	0	0	0	0	0	0	0	0	0	0	4	21	24	19	22	3	1	0	0	0	0	0	0	0	0	0	0
527	A	202338	Kevin Seraphin	2013-14	1	8	15	11	6	8	7	9	9	13	2	1	4	2	0	0	2	4	3	4	2	0	0	0	0	1	10	23	15	11	11	13	15	25	20	9	4	5	8	4	5	10	10	11	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
528	A	202338	Kevin Seraphin	2014-15	3	12	15	12	14	9	8	10	21	8	13	4	6	2	4	2	4	6	7	1	4	1	0	0	0	7	14	24	15	20	13	15	20	41	23	25	13	9	8	12	2	10	13	12	6	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
529	A	202339	Eric Bledsoe	2013-14	3	20	32	37	28	11	6	2	4	5	1	3	3	1	3	6	9	3	9	11	8	7	1	0	1	7	32	47	50	41	28	10	10	13	11	6	9	11	4	12	11	19	7	18	21	19	18	6	2	2	5	1	15	19	6	2	1	0	0	0	0	0	0	0	0	0	0	6	4	50	52	15	2	5	0	0	0	0	0	0	0	1	1	1
530	A	202339	Eric Bledsoe	2014-15	5	29	63	30	34	11	7	4	5	6	5	1	2	3	2	9	4	5	7	4	10	6	4	0	3	8	41	97	50	57	23	18	14	15	15	11	6	6	7	8	19	10	16	15	18	32	15	14	3	11	5	8	22	22	4	0	0	0	0	0	0	0	0	0	0	0	0	14	21	66	52	17	2	4	0	0	0	2	0	0	1	0	0	0
531	A	202340	Avery Bradley	2013-14	2	10	20	24	25	6	8	3	8	1	1	5	0	0	3	1	7	6	14	22	35	39	34	5	0	4	17	30	38	40	14	17	17	22	7	11	11	5	4	8	6	15	18	31	43	70	86	87	15	2	14	27	18	15	4	0	0	0	0	0	0	0	0	0	0	0	0	45	65	47	32	5	0	0	1	0	0	0	0	0	0	1	0	0
532	A	202340	Avery Bradley	2014-15	1	7	23	18	15	10	11	1	2	2	1	0	2	1	2	1	3	5	7	17	33	33	17	4	0	3	13	33	34	23	14	19	6	5	6	5	2	2	1	5	5	7	10	29	38	73	62	47	11	1	2	30	27	20	2	0	0	0	0	0	0	0	0	0	0	0	0	12	61	69	71	11	1	0	0	1	1	0	0	0	0	0	0	0
533	A	202341	James Anderson	2013-14	4	17	27	38	40	14	9	7	5	3	7	6	2	1	0	0	4	1	4	0	1	1	1	1	1	7	24	44	55	64	36	18	13	10	8	12	10	6	3	7	3	10	4	7	5	4	7	3	2	3	20	13	39	26	12	3	0	0	0	0	0	0	0	0	0	0	1	44	58	100	78	38	11	8	0	1	1	0	1	0	1	1	0	1
534	A	202343	Elliot Williams	2013-14	3	9	12	19	18	14	10	2	1	1	1	0	0	0	0	1	1	2	3	2	1	0	2	1	0	3	15	19	32	39	25	22	7	9	2	4	0	1	1	0	1	3	6	5	3	5	1	7	1	0	2	4	18	11	1	0	0	0	0	0	0	0	0	0	0	0	0	7	16	59	38	3	0	1	0	0	0	0	0	0	0	0	0	0
535	A	202343	Elliot Williams	2014-15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
536	A	202344	Trevor Booker	2013-14	6	16	27	29	22	23	25	9	8	4	0	1	2	2	3	5	5	7	10	8	7	3	0	0	0	6	22	34	41	37	40	38	25	23	12	2	1	5	3	5	10	9	14	19	21	26	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
537	A	202344	Trevor Booker	2014-15	1	9	18	18	20	13	16	6	4	0	1	0	1	2	3	4	2	0	2	3	1	2	3	0	0	3	13	26	25	31	19	29	15	9	3	5	1	3	3	5	7	5	3	7	9	6	4	8	0	2	1	4	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	9	11	16	12	3	2	0	0	0	0	0	0	0	0	0	0	0
538	A	202345	Damion James	2013-14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
539	A	202347	Quincy Pondexter	2013-14	0	2	6	2	3	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	4	11	3	4	4	1	1	3	0	1	1	2	0	1	1	2	1	0	2	1	1	1	0	0	3	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6	6	11	4	4	1	0	0	0	0	0	0	0	0	0	0	0
540	A	202347	Quincy Pondexter	2014-15	1	6	4	12	7	4	3	0	1	0	1	3	1	1	0	1	0	0	0	2	2	3	0	0	1	2	10	17	18	19	6	10	0	8	2	5	5	4	3	0	1	1	0	3	7	2	5	0	2	3	11	5	6	3	0	1	1	0	0	1	0	0	0	0	0	0	0	24	20	34	27	9	1	3	1	0	1	0	0	0	0	0	0	1
541	A	202348	Jordan Crawford	2013-14	1	5	11	9	19	16	15	15	17	8	14	10	11	8	7	4	12	13	12	8	6	9	4	1	0	2	10	22	17	36	31	32	26	36	26	19	25	26	12	12	11	20	21	28	20	19	24	14	4	1	4	8	8	16	21	20	9	1	1	0	2	0	0	0	0	0	0	7	26	18	47	79	61	27	6	3	2	2	0	0	0	0	1	0
542	A	202349	Greivis Vasquez	2013-14	0	0	2	9	6	10	17	15	17	19	17	6	3	1	1	4	2	5	7	8	6	6	4	0	0	0	1	4	10	13	23	32	38	39	46	45	14	10	5	2	5	4	11	11	12	10	13	9	0	1	4	6	39	40	20	0	0	0	0	0	0	0	0	0	0	0	0	9	16	89	117	37	7	2	1	0	1	0	0	0	1	0	0	1
543	A	202349	Greivis Vasquez	2014-15	1	0	5	7	10	8	10	13	13	12	4	2	7	2	0	1	2	0	7	4	9	2	3	0	0	1	0	5	8	22	17	24	32	32	24	15	8	13	5	1	1	5	5	11	12	15	5	7	2	1	2	8	21	44	9	1	0	0	0	0	0	0	0	0	1	0	0	7	15	71	103	32	3	1	0	1	0	0	0	0	0	1	0	0
544	A	202350	Daniel Orton	2013-14	0	2	5	1	2	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	4	0	0	0	3	8	7	5	4	2	0	1	0	3	1	0	1	0	2	1	1	1	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545	A	202354	Dexter Pittman	2013-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
546	A	202355	Hassan Whiteside	2014-15	2	13	39	16	16	6	9	6	4	3	0	0	0	0	2	0	3	4	1	0	0	0	0	0	0	2	17	53	23	23	15	22	7	11	4	2	0	0	0	4	2	4	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
547	A	202361	Landry Fields	2013-14	0	1	1	5	3	4	1	2	1	3	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	7	10	7	2	3	2	6	2	2	1	2	1	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
548	A	202361	Landry Fields	2014-15	0	1	2	4	1	3	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	3	4	2	1	2	5	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549	A	202362	Lance Stephenson	2013-14	9	19	51	39	60	36	25	15	11	2	6	8	3	3	2	3	5	6	3	10	5	5	7	1	2	13	31	69	64	85	49	49	25	27	11	18	14	14	9	8	9	10	21	13	16	17	13	20	4	8	6	15	13	25	16	4	2	3	1	0	0	0	0	0	0	0	0	12	32	34	79	55	12	6	4	1	0	0	0	0	0	0	0	0
550	A	202362	Lance Stephenson	2014-15	0	1	6	19	17	14	12	5	3	2	3	3	3	1	3	2	5	6	3	8	8	5	4	0	0	0	2	14	31	26	24	21	12	9	15	10	10	6	5	7	4	15	17	13	22	26	13	12	2	4	0	1	5	4	2	0	0	0	0	1	0	0	0	0	0	0	0	2	7	22	27	15	4	1	1	2	1	0	0	0	0	0	0	1
