	teamAbb	PTM2_1ft	PTM2_3ft	PTM2_5ft	PTM2_7ft	PTM2_9ft	PTM2_11ft	PTM2_13ft	PTM2_15ft	PTM2_17ft	PTM2_19ft	PTM2_21ft	PTM2_23ft	PTM3_23ft	PTM3_25ft	PTM3_27ft	PTA2_1ft	PTA2_3ft	PTA2_5ft	PTA2_7ft	PTA2_9ft	PTA2_11ft	PTA2_13ft	PTA2_15ft	PTA2_17ft	PTA2_19ft	PTA2_21ft	PTA2_23ft	PTA3_23ft	PTA3_25ft	PTA3_27ft	PTD2_1ft	PTD2_3ft	PTD2_5ft	PTD2_7ft	PTD2_9ft	PTD2_11ft	PTD2_13ft	PTD2_15ft	PTD2_17ft	PTD2_19ft	PTD2_21ft	PTD2_23ft	PTD3_23ft	PTD3_25ft	PTD3_27ft	PTT2_1ft	PTT2_3ft	PTT2_5ft	PTT2_7ft	PTT2_9ft	PTT2_11ft	PTT2_13ft	PTT2_15ft	PTT2_17ft	PTT2_19ft	PTT2_21ft	PTT2_23ft	PTT3_23ft	PTT3_25ft	PTT3_27ft
CLE_2014-15_Playoffs_Def	CLE_2014-15_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAL_2013-14_Regular_Off	DAL_2013-14_Regular_Off	311	523	399	184	149	136	135	162	163	197	139	17	203	430	52	467	803	696	438	366	317	300	349	361	441	339	71	479	1119	154	1274.4999999999998	2185.2000000000003	1904.9999999999998	1222.1000000000004	1200.3999999999999	1157.6000000000001	1078.2999999999997	1371.0999999999997	1552.7999999999993	2121.8000000000006	1574.4000000000003	327.1999999999999	3080.0000000000005	6559.199999999999	818.0	4938.0	9607.0	8882.899999999996	4942.100000000001	4149.1	3365.1999999999994	2745.5000000000005	3622.0999999999985	3870.2000000000003	5012.300000000001	3757.7999999999997	736.4000000000001	5330.000000000002	13419.700000000004	1627.3999999999999
DAL_2013-14_Regular_Def	DAL_2013-14_Regular_Def	320	641	368	194	113	81	65	93	123	160	122	40	232	320	44	497	953	695	432	308	201	179	222	289	401	318	94	604	887	135	1277.9	2742.700000000002	1794.9000000000012	1208.1999999999996	865.6999999999998	671.2	694.2999999999998	996.1999999999999	1334.1000000000006	2063.8000000000006	1641.3000000000004	505.8	3841.6999999999985	5401.300000000003	765.8	5429.900000000003	11732.9	8736.7	4988.0999999999985	3355.700000000001	2130.5	1782.7	2303.099999999999	3103.799999999999	4628.4	3293.400000000002	936.4	7186.099999999998	10931.900000000001	1467.5
DAL_2013-14_Playoffs_Off	DAL_2013-14_Playoffs_Off	17	46	29	15	12	9	14	23	21	15	10	3	19	33	7	30	78	55	30	26	25	39	37	49	46	29	4	52	79	14	63.7	192.99999999999997	125.3	71.6	79.19999999999999	92.10000000000001	128.29999999999998	138.20000000000002	220.00000000000003	206.49999999999997	141.5	12.0	356.49999999999994	424.90000000000003	79.30000000000001	273.6	1007.9000000000001	678.3000000000001	353.8	273.8	259.80000000000007	408.59999999999997	414.90000000000003	576.6999999999999	492.19999999999993	331.2	26.5	665.5	946.1999999999999	219.0
DAL_2013-14_Playoffs_Def	DAL_2013-14_Playoffs_Def	36	50	31	27	12	8	5	12	12	19	8	1	16	29	2	45	69	62	52	31	17	18	20	31	42	20	8	47	67	7	101.50000000000001	210.20000000000002	152.0	135.3	96.6	60.5	76.6	98.69999999999999	165.0	208.20000000000002	102.6	39.7	269.1	383.9	43.99999999999999	514.5999999999999	801.7	679.6	535.2	307.09999999999997	233.10000000000002	201.8	213.70000000000002	279.8	470.4000000000001	227.89999999999998	89.1	535.9	704.5	60.7
DAL_2014-15_Regular_Off	DAL_2014-15_Regular_Off	248	528	291	168	83	67	66	88	140	170	107	22	191	358	25	373	763	591	387	208	152	145	210	306	412	281	64	523	1005	103	1098.7	2237.6	1513.8999999999999	1079.2	649.6999999999999	505.70000000000005	525.8999999999999	903.9999999999999	1503.4	2114.6999999999994	1402.9	312.1	3251.100000000001	6214.699999999999	558.3	4009.4000000000005	9627.699999999999	7783.400000000001	4448.499999999999	2184.6	1656.2	1436.6	2182.6	3504.3999999999996	4639.5	3227.1999999999994	600.1	5951.0999999999985	12209.800000000001	1013.5
DAL_2014-15_Regular_Def	DAL_2014-15_Regular_Def	265	494	284	140	95	65	60	83	111	149	104	35	199	315	37	429	775	550	379	274	174	152	194	294	352	280	83	534	827	118	1115.9000000000003	2311.6000000000004	1379.3999999999996	944.7999999999996	831.5999999999999	604.6999999999999	560.4	850.2000000000004	1432.899999999999	1824.2000000000005	1438.7000000000003	452.5	3670.0999999999995	5047.699999999999	624.8	4134.399999999999	8859.399999999998	6467.799999999997	4256.599999999999	2936.099999999999	1709.8000000000009	1623.8999999999999	1879.5000000000002	2948.600000000003	3856.4999999999986	2930.2000000000016	837.4999999999999	5962.3	9574.500000000004	1098.3
DAL_2014-15_Playoffs_Off	DAL_2014-15_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAL_2014-15_Playoffs_Def	DAL_2014-15_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEN_2013-14_Regular_Off	DEN_2013-14_Regular_Off	319	590	410	250	99	56	56	86	99	143	93	23	196	332	53	514	941	758	535	303	184	170	218	285	367	227	67	497	892	177	1309.0000000000002	2651.3	1947.2999999999997	1394.7	939.6	669.9	662.1	997.3	1398.5	1940.9999999999995	1111.5	330.40000000000003	3036.2	5053.600000000002	949.4	5922.299999999999	12124.199999999997	9610.699999999999	6725.100000000001	3385.7999999999997	1978.6999999999998	1884.1999999999998	2419.2	3356.6	4398.0	2558.9999999999995	697.6999999999999	6505.6	11654.499999999998	2183.2
DEN_2013-14_Regular_Def	DEN_2013-14_Regular_Def	311	635	400	198	124	124	97	115	153	169	138	26	191	284	42	469	1023	773	506	318	298	222	266	363	411	322	96	504	830	126	1147.0000000000005	3138.5	1974.8999999999999	1239.6000000000004	906.8999999999997	985.7000000000003	835.7000000000002	1200.3	1814.8	2260.2999999999997	1718.6999999999994	505.2000000000001	3263.000000000001	5302.000000000002	683.9999999999999	4944.699999999998	13105.8	9427.099999999999	5476.899999999999	3417.1000000000013	3125.0000000000005	2198.3	2668.199999999999	3972.2000000000003	4561.899999999996	3406.7000000000007	1000.0999999999996	5945.700000000002	10287.800000000001	1214.4999999999995
DEN_2013-14_Playoffs_Off	DEN_2013-14_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEN_2013-14_Playoffs_Def	DEN_2013-14_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEN_2014-15_Regular_Off	DEN_2014-15_Regular_Off	283	468	301	201	83	75	67	86	124	123	68	33	171	257	50	442	749	649	478	242	171	178	210	298	319	201	89	535	810	139	1102.1000000000001	2058.3999999999996	1567.8000000000002	1207.1	732.8999999999997	595.1	677.8	925.7999999999998	1416.7000000000003	1629.2000000000003	1041.8	443.30000000000007	3193.4	4582.4000000000015	718.8000000000001	5204.499999999999	9228.400000000001	8341.200000000003	5883.9000000000015	2754.4	1874.1	1953.6000000000001	2360.7999999999997	3440.6	3641.9999999999995	2177.0000000000005	997.7	6357.600000000001	9880.4	1408.6
DEN_2014-15_Regular_Def	DEN_2014-15_Regular_Def	242	443	318	180	110	77	61	89	133	165	129	25	166	261	35	384	701	585	423	297	186	144	211	291	388	320	78	431	776	122	1036.3	1983.699999999999	1447.1999999999991	1071.7	891.2000000000003	627.0999999999998	546.5000000000001	884.5999999999998	1413.8999999999994	2051.5000000000005	1763.1000000000004	415.40000000000003	2775.2000000000007	4717.799999999997	622.2000000000002	4133.500000000002	8583.99999999999	6909.699999999995	4480.299999999998	2984.999999999999	1793.4000000000005	1342.0	1855.9000000000003	3036.900000000001	4250.1	3519.7999999999997	740.0999999999998	5026.500000000001	8732.3	1082.4999999999998
DEN_2014-15_Playoffs_Off	DEN_2014-15_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEN_2014-15_Playoffs_Def	DEN_2014-15_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DET_2013-14_Regular_Off	DET_2013-14_Regular_Off	395	720	481	209	99	78	55	54	106	128	98	25	220	203	15	605	1129	937	549	286	174	159	164	271	358	296	100	555	704	59	1504.8000000000004	3125.7999999999997	2361.3	1385.2999999999997	799.4	546.9	614.1000000000001	720.8000000000002	1323.6	1771.8999999999999	1497.3999999999996	493.39999999999986	3544.6	4194.5	306.5	6218.099999999999	13928.800000000001	11781.599999999999	6292.499999999999	3096.6	1849.9999999999995	1544.8	1589.5	2909.0	3730.5	3024.8	923.9000000000002	6450.500000000001	8246.3	456.7
DET_2013-14_Regular_Def	DET_2013-14_Regular_Def	313	577	425	203	114	79	69	95	142	180	116	37	237	313	45	500	934	761	420	294	198	181	209	332	401	262	92	586	842	127	1288.9999999999995	2532.8	1973.4000000000008	1100.9	908.0000000000002	698.5999999999997	670.6999999999998	929.1000000000001	1673.3000000000009	2157.2999999999993	1319.8999999999994	497.6999999999998	3967.4000000000015	5200.600000000002	705.4	5407.000000000002	11626.900000000001	9598.799999999997	4799.500000000001	2992.1000000000013	1962.8999999999994	1786.3999999999992	2121.599999999999	3468.800000000001	4343.399999999999	2671.1	940.9	6775.999999999999	9656.999999999996	1313.1000000000001
DET_2013-14_Playoffs_Off	DET_2013-14_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DET_2013-14_Playoffs_Def	DET_2013-14_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DET_2014-15_Regular_Off	DET_2014-15_Regular_Off	293	510	316	178	94	49	43	41	68	89	79	39	175	303	33	481	882	678	458	280	140	112	107	166	224	233	105	500	864	124	1188.6	2335.8999999999996	1627.8000000000006	1116.8999999999999	766.4999999999999	443.1	377.2	417.59999999999997	757.2	1107.1000000000004	1188.5	536.5000000000001	3054.6	5021.499999999999	684.1999999999999	4532.200000000002	10334.600000000002	8112.799999999998	4920.400000000001	2884.9	1470.3	1166.1	1048.3999999999999	1713.2000000000003	2467.3000000000006	2570.0000000000005	952.0999999999999	5818.0	9763.3	1117.9
DET_2014-15_Regular_Def	DET_2014-15_Regular_Def	229	475	318	170	107	59	60	103	120	157	105	15	165	267	38	363	733	596	421	267	162	154	236	281	352	250	63	467	731	122	865.0000000000002	1883.9999999999995	1517.5	1069.2000000000005	747.3000000000004	528.2	587.3000000000001	1045.9000000000003	1375.2000000000003	1820.6000000000006	1365.7	318.9000000000001	2881.4	4486.700000000002	640.3000000000001	4050.0000000000005	9115.499999999998	7253.799999999997	5047.700000000003	2892.9999999999995	1652.6999999999996	1750.1000000000001	2491.0000000000005	3134.3	3803.399999999998	2843.3	663.8000000000001	5596.100000000002	9040.4	1291.9000000000005
DET_2014-15_Playoffs_Off	DET_2014-15_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DET_2014-15_Playoffs_Def	DET_2014-15_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSW_2013-14_Regular_Off	GSW_2013-14_Regular_Off	270	551	333	208	132	86	68	79	127	156	127	34	204	415	63	433	852	627	472	334	192	172	202	299	366	325	88	538	1013	178	1157.9	2411.1000000000013	1585.3	1221.2000000000003	994.3	651.9000000000001	618.8000000000001	897.6000000000001	1402.5	1874.8	1691.1	459.6999999999999	3452.9000000000005	6310.899999999999	942.5000000000001	4362.5	10362.699999999997	7610.499999999998	5412.799999999998	3932.1000000000004	2080.8	1924.6000000000001	2438.5	3582.6	4541.400000000001	3875.2	984.7000000000002	6604.4	13634.9	2327.2
GSW_2013-14_Regular_Def	GSW_2013-14_Regular_Def	268	519	346	184	147	95	98	125	159	193	133	32	145	314	39	432	835	723	444	380	248	250	283	391	488	354	112	394	901	139	1132.6000000000004	2604.1000000000004	1869.9	1186.6	1128.8	865.1999999999998	970.2000000000006	1232.8999999999994	1921.8999999999999	2499.7000000000007	1789.3	600.7	2361.8000000000006	5236.599999999998	725.7	4647.499999999999	10415.500000000004	8718.799999999997	4932.599999999999	3789.6999999999994	2420.6000000000004	2499.2000000000007	3102.7999999999997	4284.199999999999	5285.1	3751.5999999999963	1203.4999999999998	4504.999999999999	10698.500000000005	1351.7999999999997
GSW_2013-14_Playoffs_Off	GSW_2013-14_Playoffs_Off	24	53	27	16	7	7	5	4	9	10	5	2	18	35	4	38	77	53	38	20	14	18	13	15	24	16	5	52	91	13	85.29999999999998	225.7	138.2	113.1	64.80000000000001	46.4	60.8	60.0	71.8	127.80000000000001	88.7	29.1	304.7	530.9000000000001	47.8	400.1	1002.5	691.4	475.5999999999999	215.5	133.5	146.39999999999998	132.2	157.70000000000002	283.4	138.6	68.2	605.9	1046.1999999999998	152.0
GSW_2013-14_Playoffs_Def	GSW_2013-14_Playoffs_Def	28	45	35	15	6	4	11	9	15	16	14	3	17	41	8	41	72	62	36	21	9	21	20	29	36	34	7	44	104	23	101.1	217.59999999999997	173.59999999999997	97.0	56.9	21.8	85.7	86.7	145.1	155.8	175.4	51.1	267.0	515.5	106.9	457.8	920.4	632.8000000000001	347.7	241.4	80.9	228.2	208.20000000000002	294.4	409.1	336.90000000000003	53.9	553.0999999999999	1238.3999999999996	172.09999999999997
GSW_2014-15_Regular_Off	GSW_2014-15_Regular_Off	265	483	284	158	109	83	82	70	97	141	81	22	199	361	70	414	708	527	345	273	193	179	168	218	331	203	74	446	942	167	1139.6999999999998	2133.1000000000004	1424.6999999999998	916.1	809.2	675.3999999999999	638.8	700.7	1049.1	1682.2999999999997	1095.2	333.1	2862.2	5818.8	883.8	4578.4	8796.800000000001	7136.1	4431.3	3115.0000000000005	2211.5000000000005	1877.5000000000007	1954.1999999999998	2732.5	4186.999999999999	2571.0	897.0000000000001	5717.099999999999	12834.499999999996	2381.7000000000003
GSW_2014-15_Regular_Def	GSW_2014-15_Regular_Def	233	389	311	153	104	77	78	105	123	138	85	25	130	257	42	378	683	611	402	277	199	185	230	292	389	253	64	373	750	134	944.4000000000001	1912.3	1607.7999999999977	1027.7000000000003	790.5000000000001	647.9000000000001	716.5999999999998	962.6000000000003	1341.8999999999992	1931.1000000000008	1294.6	322.7	2444.299999999999	4297.9	704.2999999999998	4182.100000000001	8282.199999999997	7473.100000000001	4488.1	2958.5999999999995	2103.2999999999997	1858.3000000000002	2434.8999999999987	3093.099999999999	4253.299999999998	2672.5000000000005	674.0000000000001	4515.599999999998	9130.500000000002	1318.1000000000001
GSW_2014-15_Playoffs_Off	GSW_2014-15_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSW_2014-15_Playoffs_Def	GSW_2014-15_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOU_2013-14_Regular_Off	HOU_2013-14_Regular_Off	400	710	516	275	100	54	38	53	54	36	45	24	239	396	81	567	1125	948	620	279	137	95	113	145	126	124	56	605	1118	240	1473.2	3256.9000000000005	2441.4999999999995	1646.9	839.7	489.0	386.6	506.69999999999993	608.2	600.1999999999999	645.4000000000002	317.8	3771.100000000001	6701.800000000001	1212.1	6399.000000000002	13943.599999999997	11526.0	7046.299999999999	2939.7000000000003	1536.1000000000001	890.9999999999999	1050.5000000000002	1392.7000000000003	1094.6	1067.7	511.49999999999994	6979.5	13009.900000000001	2592.2999999999997
HOU_2013-14_Regular_Def	HOU_2013-14_Regular_Def	331	560	398	216	115	94	78	98	157	195	137	20	215	324	51	510	911	768	485	319	233	212	235	371	505	353	103	583	912	133	1481.8000000000002	2580.8999999999996	2010.9	1309.4999999999993	980.300000000001	867.9	843.0000000000002	1067.6999999999996	1971.1	2754.900000000001	1869.5999999999985	524.6	3909.5999999999995	5699.299999999998	730.9000000000002	5517.9	10375.099999999999	9346.700000000003	5334.100000000001	3036.4000000000005	2198.800000000001	2129.2	2420.0999999999995	3931.2999999999984	5040.2	3568.0999999999985	1055.7999999999997	6780.599999999999	10013.7	1360.3000000000004
HOU_2013-14_Playoffs_Off	HOU_2013-14_Playoffs_Off	29	49	46	26	9	5	5	4	9	7	6	1	21	23	2	49	98	82	54	29	12	11	17	20	11	8	3	54	73	14	107.4	247.20000000000002	202.69999999999996	150.7	76.2	51.900000000000006	48.300000000000004	56.20000000000001	89.5	69.8	39.5	8.8	336.59999999999997	390.59999999999997	70.3	439.1	1100.4	867.4	625.4999999999999	352.4	116.0	130.5	139.6	201.20000000000005	102.1	52.5	3.2	690.7	695.9	127.10000000000001
HOU_2013-14_Playoffs_Def	HOU_2013-14_Playoffs_Def	21	28	31	18	13	5	11	10	18	16	8	2	13	32	8	39	47	44	40	27	19	23	21	43	31	27	4	29	93	18	112.3	136.70000000000002	153.7	125.0	81.8	66.89999999999999	97.1	79.39999999999999	243.29999999999998	222.10000000000002	136.5	18.0	233.59999999999997	535.1999999999999	95.4	369.6	435.0	446.30000000000007	389.2	224.2	165.8	211.1	188.5	418.19999999999993	343.8	307.70000000000005	33.1	338.49999999999994	979.7	158.6
HOU_2014-15_Regular_Off	HOU_2014-15_Regular_Off	231	521	329	189	92	34	29	27	41	61	22	12	320	361	25	368	838	657	454	235	88	82	77	106	146	82	39	847	1055	104	904.5	2391.9	1570.6000000000001	1140.2	710.3000000000001	321.9	311.09999999999997	323.70000000000005	497.50000000000006	665.8	413.5	218.89999999999998	5430.299999999998	6455.799999999999	527.4000000000001	4264.100000000001	11310.3	8456.099999999999	5038.800000000002	2624.6	869.6999999999999	728.9	803.0000000000001	1186.3999999999999	1334.1000000000004	778.9000000000001	388.80000000000007	10217.8	12976.300000000001	1163.1000000000001
HOU_2014-15_Regular_Def	HOU_2014-15_Regular_Def	284	498	296	147	85	68	54	84	103	125	106	34	156	228	38	426	760	604	347	248	160	143	210	262	334	259	97	517	719	119	1221.8	2266.000000000001	1524.6000000000001	918.4999999999995	758.1999999999999	577.5	561.3000000000001	965.7	1301.1	1659.0000000000011	1347.3000000000002	520.8999999999999	3423.3999999999996	4486.399999999997	644.8000000000001	4860.9	9388.200000000004	7717.599999999999	3719.5000000000005	2541.899999999999	1512.7000000000003	1491.2999999999995	2167.2000000000003	2793.8999999999996	3599.799999999999	2682.199999999999	955.9000000000001	6081.800000000001	8619.800000000005	1096.900000000001
HOU_2014-15_Playoffs_Off	HOU_2014-15_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOU_2014-15_Playoffs_Def	HOU_2014-15_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IND_2013-14_Regular_Off	IND_2013-14_Regular_Off	233	394	295	217	128	71	63	68	119	222	116	16	132	191	18	367	647	553	477	346	223	164	166	290	479	279	42	322	535	69	880.8000000000001	1750.0000000000005	1269.7	1126.5999999999997	880.9	737.5	625.0	793.9000000000002	1522.5	2911.3	1580.6999999999996	221.7	2108.1	3218.9000000000005	460.0	3749.2000000000007	7504.400000000001	6399.200000000001	5174.3	3295.8999999999996	2129.1	1521.2	1697.8999999999996	3057.8000000000006	5052.599999999999	2757.4	346.1	3426.6	5773.599999999998	626.0
IND_2013-14_Regular_Def	IND_2013-14_Regular_Def	252	442	301	202	119	107	101	115	176	215	129	31	162	266	40	431	801	647	487	357	260	249	300	433	517	338	94	411	786	126	1082.4	2094.9	1467.8000000000004	1230.6000000000001	1013.2000000000003	885.0000000000001	912.6999999999994	1297.9000000000005	2051.0	2546.7000000000003	1702.0000000000014	470.9000000000001	2405.600000000001	4497.599999999999	686.1000000000001	4587.500000000002	9326.999999999996	7968.699999999995	5621.099999999999	3877.900000000001	2754.9999999999995	2510.5999999999995	3234.6000000000017	4663.699999999999	5718.100000000004	3747.399999999999	916.6	4829.7	9491.600000000004	1361.7
IND_2013-14_Playoffs_Off	IND_2013-14_Playoffs_Off	44	81	80	44	24	18	14	15	18	44	25	5	35	41	7	66	138	148	94	68	53	33	34	59	96	61	10	85	112	21	165.0	364.69999999999993	336.90000000000003	239.10000000000002	194.70000000000002	166.39999999999998	143.3	154.2	341.80000000000007	523.9	351.2999999999999	50.3	516.9	685.9000000000001	130.4	687.7	1520.9999999999998	1665.3999999999999	889.8	597.5	473.1	312.59999999999997	295.0	545.9	1029.8	537.9	67.5	769.8000000000001	1104.8	193.4
IND_2013-14_Playoffs_Def	IND_2013-14_Playoffs_Def	54	106	79	40	31	9	8	14	33	47	22	12	37	87	11	83	177	143	87	70	36	36	44	78	114	61	25	106	242	42	216.30000000000004	512.3	339.2	220.8	199.0	120.89999999999999	143.20000000000002	188.90000000000003	381.29999999999995	609.0999999999999	335.70000000000005	120.00000000000001	659.7	1442.7	234.1	850.4000000000001	2145.2999999999993	1602.3999999999999	902.2000000000002	750.4	378.79999999999995	358.0	400.9	818.6000000000001	1084.9	517.9	243.79999999999998	1181.3999999999999	2788.7000000000007	400.79999999999995
IND_2014-15_Regular_Off	IND_2014-15_Regular_Off	194	365	256	179	136	79	51	73	137	199	144	25	169	215	42	282	614	533	433	324	200	138	195	308	494	313	75	452	665	117	635.8000000000001	1523.6	1194.8	973.9000000000001	861.1	612.0999999999999	474.29999999999995	839.7	1557.3999999999996	2812.2999999999997	1748.8	372.29999999999995	2764.2999999999997	3846.2	585.9	2868.7	7276.1	6230.7	4387.799999999999	3232.7999999999997	1822.0	1214.2	1847.8000000000004	3225.100000000001	5231.799999999998	3088.0000000000005	672.1	4539.0	6794.600000000002	1034.1999999999998
IND_2014-15_Regular_Def	IND_2014-15_Regular_Def	208	389	273	194	94	80	61	74	141	153	110	16	156	228	43	340	644	553	436	293	182	158	213	325	376	282	55	425	712	120	769.4000000000003	1682.2999999999995	1211.299999999999	973.4000000000004	754.4999999999999	584.1	579.9	902.6	1528.0999999999997	1930.9000000000005	1492.5000000000007	307.7	2523.2000000000003	4186.7	648.8000000000002	3608.700000000002	7686.4999999999945	6880.899999999999	5069.100000000001	3307.6	2012.3999999999999	1792.1000000000006	2200.999999999999	3622.0	4194.0	3006.8999999999987	567.9000000000001	5074.0	8566.900000000001	1209.2
IND_2014-15_Playoffs_Off	IND_2014-15_Playoffs_Off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IND_2014-15_Playoffs_Def	IND_2014-15_Playoffs_Def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
